Time,QueueSize,QueueOccupancy,DropProbability,RandomNumber,PacketDropped,PacketsDropped,PacketsForwarded,PacketsReceived
90,9,0.9,1,5.53504e-05,1,351,89,450
90.2,8,0.8,0.666667,-1,0,351,90,450
90.2,9,0.9,1,0.872651,0,351,90,451
90.4,9,0.9,1,0.31186,1,352,90,452
90.6,9,0.9,1,0.273542,1,353,90,453
90.8,9,0.9,1,0.425452,1,354,90,454
91,9,0.9,1,0.798047,1,355,90,455
91.2,8,0.8,0.666667,-1,0,355,91,455
91.2,9,0.9,1,0.885338,0,355,91,456
91.4,9,0.9,1,0.185636,1,356,91,457
91.6,9,0.9,1,0.679879,1,357,91,458
91.8,9,0.9,1,0.952792,1,358,91,459
92,9,0.9,1,0.45613,1,359,91,460
92.2,8,0.8,0.666667,-1,0,359,92,460
92.2,9,0.9,1,0.687488,0,359,92,461
92.4,9,0.9,1,0.483409,1,360,92,462
92.6,9,0.9,1,0.215508,1,361,92,463
92.8,9,0.9,1,0.788739,1,362,92,464
93,9,0.9,1,0.947371,1,363,92,465
93.2,8,0.8,0.666667,-1,0,363,93,465
93.2,8,0.8,0.666667,0.229442,1,364,93,466
93.4,9,0.9,1,0.730856,0,364,93,467
93.6,9,0.9,1,0.880298,1,365,93,468
93.8,9,0.9,1,0.253942,1,366,93,469
94,9,0.9,1,0.313692,1,367,93,470
94.2,8,0.8,0.666667,-1,0,367,94,470
94.2,8,0.8,0.666667,0.213312,1,368,94,471
94.4,9,0.9,1,0.957451,0,368,94,472
94.6,9,0.9,1,0.518201,1,369,94,473
94.8,9,0.9,1,0.471752,1,370,94,474
95,9,0.9,1,0.0256627,1,371,94,475
95.2,8,0.8,0.666667,-1,0,371,95,475
95.2,9,0.9,1,0.711584,0,371,95,476
95.4,9,0.9,1,0.20747,1,372,95,477
95.6,9,0.9,1,0.153694,1,373,95,478
95.8,9,0.9,1,0.424685,1,374,95,479
96,9,0.9,1,0.730442,1,375,95,480
96.2,8,0.8,0.666667,-1,0,375,96,480
96.2,8,0.8,0.666667,0.37417,1,376,96,481
96.4,8,0.8,0.666667,0.646264,1,377,96,482
96.6,8,0.8,0.666667,0.463575,1,378,96,483
96.8,8,0.8,0.666667,0.214881,1,379,96,484
97,8,0.8,0.666667,0.277629,1,380,96,485
97.2,7,0.7,0.333333,-1,0,380,97,485
97.2,7,0.7,0.333333,0.186458,1,381,97,486
97.4,8,0.8,0.666667,0.586784,0,381,97,487
97.6,9,0.9,1,0.80758,0,381,97,488
97.8,9,0.9,1,0.863856,1,382,97,489
98,9,0.9,1,0.747079,1,383,97,490
98.2,8,0.8,0.666667,-1,0,383,98,490
98.2,8,0.8,0.666667,0.117532,1,384,98,491
98.4,9,0.9,1,0.674847,0,384,98,492
98.6,9,0.9,1,0.517379,1,385,98,493
98.8,9,0.9,1,0.276894,1,386,98,494
99,9,0.9,1,0.132068,1,387,98,495
99.2,8,0.8,0.666667,-1,0,387,99,495
99.2,8,0.8,0.666667,0.174909,1,388,99,496
99.4,9,0.9,1,0.71686,0,388,99,497
99.6,9,0.9,1,0.704474,1,389,99,498
99.8,9,0.9,1,0.39606,1,390,99,499
100,9,0.9,1,0.46315,1,391,99,500
